state,location,plz
Bayern,Feilitzsch,95183
Baden Württemberg,Hohenstein,72531
Hessen,Offenbach am Main,63605
Sachsen Anhalt,Benneckenstein Harz,38877
Bayern,Haidmühle,94145
Schleswig Holstein,Krempe,25361
Schleswig Holstein,Sandesneben,23898
Baden Württemberg,Kappelrodeck,77876
Rheinland Pfalz,Neuhäusel,56335
Nordrhein Westfalen,Solingen,50967
Thüringen,Haina,98630
Bayern,Rüdenhausen,97355
Rheinland Pfalz,Vettelschoß,53560
Bayern,Bad Reichenhall,83415
Baden Württemberg,Zell unter Aichelberg,73119
Bayern,Karbach,97842
Hessen,Frankfurt am Main,60589
Bayern,Ronsberg,87671
Rheinland Pfalz,Selters Westerwald,56242
Bayern,Mittelstetten,82293
Bayern,Eibelstadt,97246
Niedersachsen,Römstedt,29591
Niedersachsen,Twistringen,27239
Bayern,Eschau,63863
Baden Württemberg,Lauterstein,73111
Berlin,Berlin,10771
Bayern,Schwarzach,94374
Bayern,Schäftlarn,82067
Bayern,Marktsteft,97342
Niedersachsen,Mechtersen,21358
Bayern,Ebern,96106
Baden Württemberg,Höpfingen,74746
Bayern,Kallmünz,93183
Niedersachsen,Remlingen,38319
Bayern,Farchant,82490
Bayern,Theilheim,97288
Bayern,Kleinkahl,63828
Bayern,Fischen im Allgäu,87538
Bayern,Pommersfelden,96178
Bayern,Buxheim,85114
Bayern,Rückholz,87494
Hessen,Battenberg Eder,35088
Baden Württemberg,Holzmaden,73271
Schleswig Holstein,Ahrensbök,23623
Hessen,Haina Kloster,35114
Nordrhein Westfalen,Alsdorf,52447
Niedersachsen,Süpplingen,38373
Niedersachsen,Leese,31633
Bayern,Altenstadt an der Waldnaab,92665
Bremen,Bremen,28753
Schleswig Holstein,Tetenbüll,25882
Baden Württemberg,Fichtenau,74579
Rheinland Pfalz,Dernau,53507
Baden Württemberg,Grünsfeld,97947
Rheinland Pfalz,Contwig,66492
Bayern,Breitengüßbach,96149
Baden Württemberg,Seckach,74743
Rheinland Pfalz,Göllheim,67307
Rheinland Pfalz,Beltheim,56290
Bayern,Pappenheim,91788
Berlin,Berlin,10672
Nordrhein Westfalen,Hürth,50534
Baden Württemberg,Empfingen,72186
Baden Württemberg,Engelsbrand,75331
Schleswig Holstein,Hanerau Hademarschen,25557
Sachsen,Leipzig,4102
Bayern,Roßtal,90574
Mecklenburg Vorpommern,Lübtheen,19234
Baden Württemberg,Löchgau,74369
Baden Württemberg,Wutach,79879
Rheinland Pfalz,Bornheim,76879
Hessen,Allendorf Eder,35108
Schleswig Holstein,Reher,25593
Brandenburg,Görzke,14828
Rheinland Pfalz,Zell Mosel,56858
Baden Württemberg,Schluchsee,79859
Bayern,Außernzell,94532
Rheinland Pfalz,Bollendorf,54669
Nordrhein Westfalen,Wuppertal,41113
Mecklenburg Vorpommern,Rastow,19077
Baden Württemberg,Nürtingen,73622
Hessen,Waldems,65529
Bayern,Nabburg,82507
Rheinland Pfalz,Willroth,56594
Baden Württemberg,Oberriexingen,71739
Bayern,Augsburg,80152
Niedersachsen,Salzgitter,38266
Bayern,Oerlenbach,97714
Rheinland Pfalz,Neustadt an der Weinstraße,76434
Hessen,Egelsbach,63229
Bayern,Bogen,94327
Baden Württemberg,Wolpertshausen,74549
Niedersachsen,Göttingen,37074
Hessen,Frankenberg Eder,35066
Hessen,Lohra,35102
Brandenburg,Wendisch Rietz,15864
Baden Württemberg,Mötzingen,71159
Baden Württemberg,Iffezheim,76473
Rheinland Pfalz,Altenglan,66885
Thüringen,Elgersburg,98716
Niedersachsen,Ahnsen,31708
Hessen,Frankfurt am Main,60390
Bayern,Burgheim,86666
Bayern,Mauth,94151
Nordrhein Westfalen,Kamen,59417
Baden Württemberg,Simonswald,79263
Bayern,Augsburg,86719
Brandenburg,Buckow Märkische Schweiz,15377
Bayern,Großenseebach,91091
Schleswig Holstein,Hamberge,23619
Bayern,Stammham,85134
Berlin,Berlin,10828
Bayern,Greußenheim,97259
Bayern,Mühlhausen,92360
Baden Württemberg,Essingen,73457
Baden Württemberg,Kißlegg,88353
Baden Württemberg,Ochsenhausen,88416
Niedersachsen,Blender,27337
Rheinland Pfalz,Fell,54341
Baden Württemberg,Bergatreute,88368
Niedersachsen,Quakenbrück,49610
Bayern,Augsburg,81650
Nordrhein Westfalen,Duisburg,47619
Niedersachsen,Lathen,49762
Bayern,Freihung,92271
Baden Württemberg,Dornhan,72175
Sachsen,Leipzig,4292
Bayern,Ering,94140
Nordrhein Westfalen,Köln,51144
Bayern,Mittenwald,82481
Bayern,Margetshöchheim,97276
Sachsen,Leipzig,4374
Bayern,Oberviechtach,92526
Rheinland Pfalz,Speyer,67326
Bayern,Westheim,91747
Mecklenburg Vorpommern,Rostock,18016
Rheinland Pfalz,Kammerforst,56206
Mecklenburg Vorpommern,Brüsewitz,19071
Sachsen,Crottendorf,9474
Baden Württemberg,Bad Überkingen,73337
Sachsen Anhalt,Ballenstedt,6693
Mecklenburg Vorpommern,Ahrenshoop,18347
Niedersachsen,Embsen,21409
Baden Württemberg,Brigachtal,78086
Mecklenburg Vorpommern,Pelsin,17392
Rheinland Pfalz,Maßweiler,66506
Bayern,Bad Bayersoien,82435
Schleswig Holstein,Pronstorf,23820
Rheinland Pfalz,Horhausen Westerwald,56593
Sachsen Anhalt,Bismark Altmark,39626
Niedersachsen,Wieda,37447
Bayern,Kutzenhausen,86500
Rheinland Pfalz,Niederkirchen bei Deidesheim,67150
Bayern,Kottgeisering,82288
Bayern,Heimertingen,87751
Bayern,Kemmern,96164
Schleswig Holstein,Handewitt,24976
Schleswig Holstein,Brokstedt,24616
Bayern,Tettenweis,94167
Niedersachsen,Coppenbrügge,31863
Schleswig Holstein,Kummerfeld,25495
Niedersachsen,Meinersen,38536
Schleswig Holstein,Kiel,24147
Baden Württemberg,Erlenbach,74132
Niedersachsen,Langlingen,29364
Brandenburg,Trebbin,14595
Sachsen Anhalt,Röblingen am See,6317
Thüringen,Gehren,98694
Bayern,Nüdlingen,97720
Sachsen,Eppendorf,9575
Baden Württemberg,Reute,79276
Rheinland Pfalz,Schwegenheim,67365
Schleswig Holstein,Holtsee,24363
Baden Württemberg,Ballrechten Dottingen,79282
Rheinland Pfalz,Mehring,54346
Sachsen,Großschönau,2729
Bayern,Wonfurt,97539
Baden Württemberg,Bräunlingen,78199
Hessen,Königstein im Taunus,64162
Nordrhein Westfalen,Medebach,59964
Baden Württemberg,Burgstetten,71576
Niedersachsen,Wittmar,38329
Hessen,Breuberg,64747
Bayern,Bodenwöhr,92439
Baden Württemberg,Nordheim,74226
Bayern,Luhe Wildenau,92706
Nordrhein Westfalen,Bielefeld,33688
Baden Württemberg,Breitnau,79874
Baden Württemberg,Langenenslingen,88515
Baden Württemberg,Lichtenau,77839
Bayern,Egloffstein,91349
Bayern,Bodenmais,94249
Thüringen,Trusetal,98596
Baden Württemberg,Bad Wurzach,88410
Schleswig Holstein,Westerrönfeld,24748
Baden Württemberg,Hoßkirch,88374
Niedersachsen,Hatten,26209
Rheinland Pfalz,Heimbach,55779
Bayern,Simmelsdorf,91245
Bayern,Markt Berolzheim,91801
Hessen,Frankfurt am Main,69329
Bayern,Oberschneiding,94363
Rheinland Pfalz,Kaiserslautern,67647
Hessen,Lichtenfels,35104
Schleswig Holstein,Kröppelshagen Fahrendorf,21529
Baden Württemberg,Stuttgart,70179
Bayern,Stöttwang,87677
Rheinland Pfalz,Blankenrath,56865
Hessen,Erlensee,63506
Baden Württemberg,Feldberg Schwarzwald,79868
Rheinland Pfalz,Gundheim,67599
Bayern,Pyrbaum,90602
Sachsen,Plauen,853
Baden Württemberg,Stuttgart,60563
Hessen,Frankfurt am Main,60358
Bayern,Ruhmannsfelden,94239
Hessen,Wiesbaden,65023
Niedersachsen,Lastrup,49688
Bayern,Egling an der Paar,86492
Bayern,Wurmannsquick,84329
Bayern,Mötzing,93099
Baden Württemberg,Schechingen,73579
Bayern,Haiming,84533
Hessen,Limburg an der Lahn,65554
Rheinland Pfalz,Oberraden,56587
Nordrhein Westfalen,Dorsten,42682
Baden Württemberg,Öpfingen,89614
Bayern,Büchlberg,94124
Baden Württemberg,Illmensee,88636
Rheinland Pfalz,Dellfeld,66503
Bayern,Bernhardswald,93170
Bayern,Weibersbrunn,63879
Baden Württemberg,Leinfelden Echterdingen,70711
Bayern,Neukirchen vorm Wald,94154
Bayern,Grainet,94143
Bayern,Uffing am Staffelsee,82449
Nordrhein Westfalen,Steinfurt,48566
Mecklenburg Vorpommern,Dassow,23942
Rheinland Pfalz,Grimburg,54413
Bayern,Teugn,93356
Bayern,Sinzing,93361
Baden Württemberg,Wallhausen,74599
Bayern,Fuchstal,86925
Schleswig Holstein,Grönwohld,22956
Bayern,Abenberg,91183
Schleswig Holstein,Damp,24351
Bayern,Gangkofen,84140
Baden Württemberg,Steinheim am Albuch,89555
Baden Württemberg,Werbach,97956
Bayern,Bad Grönenbach,87730
Nordrhein Westfalen,Mönchengladbach,41601
Bayern,Kraiburg am Inn,84559
Niedersachsen,Asendorf,27330
Brandenburg,Belzig,14086
Hessen,Dillenburg,35687
Brandenburg,Neuhausen/Spree,3058
Bayern,Marklkofen,84163
Brandenburg,Strausberg,15244
Baden Württemberg,Sankt Johann,72813
Schleswig Holstein,Groß Grönau,23627
Bayern,Bernau am Chiemsee,82333
Bayern,Roßhaupten,87672
Niedersachsen,Adelebsen,37139
Hessen,Frankfurt am Main,60237
Bayern,Mauerstetten,87665
Niedersachsen,Drakenburg,31623
Bayern,Schwarzenbach an der Saale,96125
Berlin,Berlin,10423
Baden Württemberg,Fischingen,79592
Bayern,Wartmannsroth,97797
Baden Württemberg,Hülben,72584
Niedersachsen,Oyten,28867
Rheinland Pfalz,Feilbingert,67824
Nordrhein Westfalen,Lippstadt,59595
Niedersachsen,Bergen an der Dumme,29468
Bayern,Lohberg,93470
Niedersachsen,Habighorst,29359
Bayern,Eckersdorf,95488
Bayern,Lichtenberg,95192
Bayern,Teisendorf,83364
Bremen,Bremen,28399
Nordrhein Westfalen,Mönchengladbach,41198
Bayern,München,89125
Baden Württemberg,Ammerbuch,72199
Sachsen,Kitzen,4460
Rheinland Pfalz,Hirschhorn/Pfalz,67732
Bayern,Nürnberg,90433
Niedersachsen,Hannover,30359
Bayern,Bergheim,86673
Rheinland Pfalz,Münster Sarmsheim,55424
Rheinland Pfalz,Hütschenhausen,66882
Hessen,Frankfurt am Main,60384
Nordrhein Westfalen,Kevelaer,47624
Hessen,Offenbach am Main,63750
Bayern,Schöngeising,82296
Bayern,Vorbach,95519
Nordrhein Westfalen,Dormagen,41527
Niedersachsen,Burgdorf,38272
Bayern,Aschaffenburg,63747
Schleswig Holstein,Schafstedt,25725
Sachsen Anhalt,Wedderstedt,6458
Rheinland Pfalz,Rheinbrohl,56598
Bayern,Unterammergau,82497
Niedersachsen,Wienhausen,29342
Nordrhein Westfalen,Alfter,53447
Baden Württemberg,Dettingen an der Iller,88451
Baden Württemberg,Sontheim an der Brenz,89567
Rheinland Pfalz,Grumbach,67745
Bayern,Oberkotzau,95145
Bayern,Traunstein,83478
Rheinland Pfalz,Rockenhausen,67801
Niedersachsen,Göhrde,29473
Bayern,Wemding,86650
Niedersachsen,Marklohe,31608
Mecklenburg Vorpommern,Wismar,23699
Bayern,Landshut,80436
Sachsen,Zschorlau,8321
Bayern,Weilersbach,91365
Nordrhein Westfalen,Heek,48619
Sachsen Anhalt,Bitterfeld Wolfen,6803
Nordrhein Westfalen,Düsseldorf,40594
Schleswig Holstein,Garding,25856
Brandenburg,Mühlenbecker Land,16552
Rheinland Pfalz,Olsbrücken,67737
Nordrhein Westfalen,Düsseldorf,40277
Nordrhein Westfalen,Radevormwald,20541
Niedersachsen,Hildesheim,31142
Bayern,Weilbach,63937
Bayern,Greifenberg,86926
Hessen,Malsfeld,34323
Bayern,Röttingen,97285
Niedersachsen,Schellerten,31174
Bayern,Schwarzenbruck,90592
Rheinland Pfalz,Neustadt an der Weinstraße,67033
Baden Württemberg,Pfronstetten,72539
Saarland,Saarbrücken,66126
Baden Württemberg,Rielasingen Worblingen,78329
Nordrhein Westfalen,Köln,50747
Rheinland Pfalz,Herforst,54662
Baden Württemberg,Rheinhausen,79365
Hessen,Rabenau,35466
Sachsen Anhalt,Meineweh,6721
Thüringen,Suhl,98530
Niedersachsen,Marxen,21439
Baden Württemberg,Triberg im Schwarzwald,78098
Schleswig Holstein,Tangstedt,25499
Nordrhein Westfalen,Datteln,47511
Nordrhein Westfalen,Iserlohn,58742
Rheinland Pfalz,Kaiserslautern,67664
Sachsen Anhalt,Halle Saale,6107
Baden Württemberg,Creglingen,97993
Rheinland Pfalz,Föhren,54343
Bayern,Nürnberg,40461
Baden Württemberg,Ludwigsburg,71683
Sachsen,Chemnitz,9124
Bayern,Gattendorf,95185
Nordrhein Westfalen,Meschede,59781
Sachsen,Grimma,4468
Bayern,Steinach,94377
Hessen,Friedrichsdorf,61371
Nordrhein Westfalen,Solingen,46299
Bayern,Dachau,82251
Nordrhein Westfalen,Hagen,58059
Hessen,Fränkisch Crumbach,64407
Nordrhein Westfalen,Neuenkirchen,48485
Baden Württemberg,Ellhofen,74248
Hessen,Künzell,36083
Baden Württemberg,Markdorf,88067
Hessen,Söhrewald,34320
Niedersachsen,Didderse,38530
Bayern,Bayerbach bei Ergoldsbach,84092
Bayern,Görisried,87657
Bayern,Eschenlohe,82438
Rheinland Pfalz,Mehlingen,67678
Rheinland Pfalz,Plaidt,56637
Sachsen,Leipzig,1455
Rheinland Pfalz,Büchenbeuren,55491
Nordrhein Westfalen,Oberhausen,45046
Baden Württemberg,Inzigkofen,72514
Baden Württemberg,Freiburg im Breisgau,79089
Nordrhein Westfalen,Kamp Lintfort,47462
Niedersachsen,Husum,31632
Niedersachsen,Oetzen,29588
Rheinland Pfalz,Münchweiler an der Alsenz,67728
Thüringen,Nöda,99195
Bayern,Moorenweis,82272
Bayern,Schönberg,94513
Bayern,Schiltberg,86576
Baden Württemberg,Schönbrunn,69436
Nordrhein Westfalen,Essen,45310
Bayern,Samerberg,83122
Bayern,Egglham,84385
Schleswig Holstein,Ratekau,23689
Bayern,Bonstetten,86486
Bayern,Guteneck,92543
Baden Württemberg,Bad Peterstal Griesbach,77740
Bayern,Hohenwarth,93480
Bayern,Wolfsegg,93195
Nordrhein Westfalen,Köln,50773
Bayern,Niederfüllbach,96489
Bayern,Atting,94348
Brandenburg,Cottbus,3053
Nordrhein Westfalen,Münster,48413
Bayern,Ammerndorf,90614
Nordrhein Westfalen,Düsseldorf,40498
Niedersachsen,Freiburg Elbe,21729
Schleswig Holstein,Husum,25183
Bayern,Ingolstadt,85083
Bayern,Rottendorf,97228
Berlin,Berlin,12534
Baden Württemberg,Mengen,88512
Nordrhein Westfalen,Grevenbroich,42525
Schleswig Holstein,Neukirchen,25927
Niedersachsen,Diepholz,49456
Baden Württemberg,Rheinstetten,79287
Bayern,Mönchberg,63933
Nordrhein Westfalen,Langenberg,33449
Berlin,Berlin,12495
Sachsen,Leipzig,4387
Bayern,Rehling,86508
Baden Württemberg,Althengstett,75382
Baden Württemberg,Spraitbach,73565
Baden Württemberg,Grabenstetten,72582
Hessen,Aarbergen,56326
Nordrhein Westfalen,Schwelm,85332
Schleswig Holstein,Lübeck,25332
Rheinland Pfalz,Gundersheim,67598
Bayern,Himmelkron,95502
Niedersachsen,Emstek,49685
Baden Württemberg,Remseck am Neckar,71646
Nordrhein Westfalen,Bonn,57173
Rheinland Pfalz,Wincheringen,54457
Hessen,Flörsbachtal,63639
Bayern,Hausen,93345
Baden Württemberg,Eberhardzell,88436
Schleswig Holstein,Süderhastedt,25727
Baden Württemberg,Kohlberg,72664
Rheinland Pfalz,Herrstein,55756
Bayern,Adelshofen,82276
Rheinland Pfalz,Sembach,67681
Bayern,Ensdorf,92266
Baden Württemberg,Schramberg,78144
Bayern,Lachen,87760
Bayern,Spalt,91174
Bayern,Pielenhofen,93188
Niedersachsen,Baddeckenstedt,38271
Hessen,Zierenberg,34289
Baden Württemberg,Linkenheim Hochstetten,76531
Rheinland Pfalz,Sippersfeld,67729
Berlin,Berlin,10577
Nordrhein Westfalen,Gelsenkirchen,45986
Sachsen Anhalt,Jeber Bergfrieden,6868
Bayern,Polling,84570
Niedersachsen,Springe,31842
Mecklenburg Vorpommern,Lassan,17440
Baden Württemberg,Freudental,74392
Bayern,Ehingen,86678
Baden Württemberg,Ladenburg,68256
Thüringen,Geisa,36419
Niedersachsen,Söhlde,31185
Nordrhein Westfalen,Dortmund,4414
Baden Württemberg,Meißenheim,77974
Sachsen Anhalt,Sandersdorf,6797
Rheinland Pfalz,Hallgarten,67826
Baden Württemberg,Frickenhausen,72636
Sachsen,Zwenkau,4446
Bayern,Itzgrund,96274
Nordrhein Westfalen,Freudenberg,57358
Rheinland Pfalz,Kaperich,56767
Hessen,Gießen,35369
Baden Württemberg,Jagsthausen,74249
Hessen,Jesberg,34632
Bayern,Erlangen,91502
Niedersachsen,Cappeln Oldenburg,49692
Nordrhein Westfalen,Hückelhoven,41838
Bayern,Friesenried,87654
Hessen,Kelkheim Taunus,65765
Rheinland Pfalz,Salmtal,54528
Rheinland Pfalz,Hinterweidenthal,66999
Baden Württemberg,Altdorf,72655
Hessen,Roßdorf,64830
Rheinland Pfalz,Speyer,67343
Nordrhein Westfalen,Welver,59514
Baden Württemberg,Bissingen an der Teck,73266
Schleswig Holstein,Schmalfeld,24640
Baden Württemberg,Ellenberg,73488
Baden Württemberg,Freiburg im Breisgau,76106
Thüringen,Lehesten,7349
Baden Württemberg,Hohberg,77749
Bayern,Henfenfeld,91239
Bayern,Oberottmarshausen,86507
Nordrhein Westfalen,Dortmund,44039
Thüringen,Schmalkalden,98564
Baden Württemberg,Amstetten,73340
Bayern,Herrngiersdorf,84097
Schleswig Holstein,Brokdorf,25576
Bayern,Beratzhausen,93176
Baden Württemberg,Neunkirchen,74867
Baden Württemberg,Deilingen,78586
Niedersachsen,Holdorf,49451
Bayern,Niedernberg,63853
Sachsen Anhalt,Bitterfeld Wolfen,6806
Nordrhein Westfalen,Dortmund,44358
Niedersachsen,Bardowick,21355
Baden Württemberg,Rietheim Weilheim,78604
Hessen,Frankfurt am Main,65488
Baden Württemberg,Reichartshausen,74934
Baden Württemberg,Ingoldingen,88456
Baden Württemberg,Tuningen,78609
Nordrhein Westfalen,Remscheid,42856
Bremen,Bremen,28747
Bayern,Neubiberg,85779
Bayern,Obersüßbach,84101
Sachsen,Neuensalz,8541
Nordrhein Westfalen,Recklinghausen,45557
Hamburg,Hamburg,20999
Brandenburg,Halbe,15757
Hessen,Viernheim,68509
Schleswig Holstein,Busdorf,24866
Bayern,München,80867
Nordrhein Westfalen,Troisdorf,52840
Thüringen,Tiefenort,36469
Baden Württemberg,Aichstetten,88317
Bayern,Stettfeld,96188
Bayern,Fellheim,87748
Baden Württemberg,Böblingen,71136
Bayern,Gersthofen,86369
Nordrhein Westfalen,Oberhausen,45047
Sachsen,Ehrenfriedersdorf,9472
Rheinland Pfalz,Kretz,56630
Baden Württemberg,Mulfingen,74673
Bayern,Altendorf,96146
Baden Württemberg,Umkirch,79224
Rheinland Pfalz,Imsbach,67817
Thüringen,Kirchheim,99344
Schleswig Holstein,Barmstedt,25255
Niedersachsen,Elsfleth,26939
Bayern,Eisingen,97249
Baden Württemberg,Ohlsbach,77797
Niedersachsen,Norderney,26548
Bayern,Schweinfurt,97427
Baden Württemberg,Kuchen,73329
Bayern,Dombühl,91601
Bayern,Triefenstein,97855
Schleswig Holstein,Kellinghusen,25547
Berlin,Berlin,14053
Bayern,Tegernheim,90105
Baden Württemberg,Adelmannsfelden,73486
Bayern,Oberrieden,87769
Baden Württemberg,Stuttgart,70653
Bayern,Steinkirchen,84439
Nordrhein Westfalen,Schwelm,58322
Bayern,Hallstadt,96100
Brandenburg,Wusterhausen/Dosse,16868
Nordrhein Westfalen,Mülheim an der Ruhr,45486
Niedersachsen,Garrel,49681
Baden Württemberg,Wörnersberg,72299
Bayern,Thierhaupten,86672
Niedersachsen,Landesbergen,31628
Nordrhein Westfalen,Mönchengladbach,41060
Bayern,Ellzee,89352
Bayern,Mellrichstadt,97638
Schleswig Holstein,Dannewerk,24867
Baden Württemberg,Markdorf,88670
Bayern,Reisbach,94419
Sachsen,Zittau,2793
Nordrhein Westfalen,Herne,45652
Sachsen,Königstein/Sächsische Schweiz,8124
Bayern,Traunreut,83374
Nordrhein Westfalen,Senden,48303
Rheinland Pfalz,Elkenroth,57578
Brandenburg,Eberswalde,16625
Saarland,Nohfelden,66625
Niedersachsen,Reinstorf,21400
Rheinland Pfalz,Waldesch,56323
Baden Württemberg,Helmstadt Bargen,74921
Bayern,Schwabbruck,86986
Bayern,Traunstein,83127
Nordrhein Westfalen,Aachen,52052
Niedersachsen,Stöckse,31638
Nordrhein Westfalen,Bonn,53152
Rheinland Pfalz,Freudenburg,54450
Schleswig Holstein,Neumünster,21453
Nordrhein Westfalen,Wuppertal,42348
Nordrhein Westfalen,Iserlohn,58336
Bayern,Moosburg an der Isar,85536
Bayern,Augsburg,86162
Bayern,Weiltingen,91744
Baden Württemberg,Bad Buchau,88422
Niedersachsen,Nienstädt,31688
Bayern,Höchstädt an der Donau,89490
Bayern,Mainbernheim,97350
Sachsen,Glauchau,9371
Thüringen,Veilsdorf,98669
Bayern,Pfaffenhofen an der Roth,89284
Bayern,Schonstett,83137
Rheinland Pfalz,Spangdahlem,54529
Nordrhein Westfalen,Duisburg,47266
Nordrhein Westfalen,Oberhausen,45049
Rheinland Pfalz,Pluwig,54316
Baden Württemberg,Au,79280
Berlin,Berlin,13435
Niedersachsen,Wilhelmshaven,26834
Hessen,Breuna,34479
Bayern,Thalmässing,91177
Hessen,Groß Zimmern,64848
Hessen,Friedrichsdorf,61318
Baden Württemberg,Forst,76694
Thüringen,Ilmenau,98708
Rheinland Pfalz,Weilerbach,67685
Bayern,Oberreute,88179
Nordrhein Westfalen,Wuppertal,43227
Nordrhein Westfalen,Viersen,41741
Rheinland Pfalz,Zeltingen Rachtig,54492
Bayern,Aholfing,94345
Rheinland Pfalz,Speyer,76346
Baden Württemberg,Wittnau,79299
Hessen,Frankfurt am Main,60308
Thüringen,Bad Köstritz,7584
Bayern,Taufkirchen,84574
Bayern,Kinsau,86981
Niedersachsen,Süpplingenburg,38376
Hessen,Eiterfeld,36132
Nordrhein Westfalen,Herne,42627
Bayern,Bissingen,86657
Bayern,Starnberg,82139
Nordrhein Westfalen,Heiligenhaus,45222
Schleswig Holstein,Itzehoe,25542
Schleswig Holstein,Süderlügum,25923
Brandenburg,Schipkau,1999
Bayern,Waigolshausen,97534
Schleswig Holstein,Sylt,25890
Baden Württemberg,Wellendingen,78669
Schleswig Holstein,Mohrkirch,24405
Sachsen Anhalt,Hergisdorf,6313
Bayern,Moosach,85665
Nordrhein Westfalen,Wuppertal,42015
Rheinland Pfalz,Roth,57539
Baden Württemberg,Aspach,71546
Hessen,Twistetal,34477
Rheinland Pfalz,Höhn,56462
Berlin,Berlin,10176
Baden Württemberg,Rosenberg,74749
Baden Württemberg,Kressbronn am Bodensee,8382
Bayern,Geldersheim,97505
Bayern,Dietersburg,84378
Bayern,Tann,84367
Rheinland Pfalz,Leutesdorf,56599
Nordrhein Westfalen,Duisburg,47149
Rheinland Pfalz,Kelberg,53539
Rheinland Pfalz,Hetzerath,54523
Bayern,Innernzell,94548
Nordrhein Westfalen,Köln,50986
Berlin,Berlin,10017
Rheinland Pfalz,Mainz,55133
Sachsen,Chemnitz,1926
Nordrhein Westfalen,Herscheid,55849
Bayern,Rattelsdorf,96179
Baden Württemberg,Steinach,77790
Bayern,Flachslanden,91064
Bayern,Auerbach in der Oberpfalz,91275
Baden Württemberg,Vellberg,74541
Nordrhein Westfalen,Schöppingen,48624
Bayern,Traunreut,83371
Schleswig Holstein,Barmissen,24245
Bayern,Heimbuchenthal,63872
Hessen,Sinn,35746
Niedersachsen,Ehrenburg,27248
Baden Württemberg,Freudenberg,97896
Niedersachsen,Schöningen,38365
Nordrhein Westfalen,Dormagen,41549
Sachsen,Dresden,1607
Hessen,Wiesbaden,65285
Sachsen,Crimmitschau,8415
Niedersachsen,Braunschweig,38306
Sachsen,Leipzig,4017
Hessen,Ulrichstein,35327
Bayern,Wasserburg am Inn,83515
Berlin,Berlin,10696
Niedersachsen,Rötgesbüttel,38531
Sachsen,Bautzen,2526
Sachsen,Zschopau,9504
Baden Württemberg,Reutlingen,76766
Niedersachsen,Wehrbleck,27259
Baden Württemberg,Buchheim,88637
Bayern,Grafenrheinfeld,97506
Bayern,Grafengehaig,95356
Bayern,München,80786
Bayern,Lindau Bodensee,88133
Nordrhein Westfalen,Herne,44626
Nordrhein Westfalen,Marl,44770
Baden Württemberg,Altshausen,88361
Baden Württemberg,Neustetten,72149
Niedersachsen,Weyhausen,38554
Bayern,Bellenberg,89287
Baden Württemberg,Ebersbach Musbach,88371
Baden Württemberg,Stegen,79252
Baden Württemberg,Eberhardzell,88346
Niedersachsen,Hittbergen,21522
Bayern,Weil,86947
Bayern,Heigenbrücken,63869
Bayern,Eschlkam,93458
Baden Württemberg,Osterburken,74706
Hessen,Hohenahr,35644
